句1模型,句1词牌,句1题目,句1内容,句2模型,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
deepseek-3.2-thinking,沁园春,见玉兰有感,洗尽尘嚣,deepseek-3.2-thinking,沁园春,白玉兰吟,洗净烦嚣,0.8718,0.5000,0.3718
doubao-seed-2.0-pro,沁园春,春日观玉兰偶作,泪渍袍青,deepseek-3.2-thinking,沁园春,玉兰悟,衣衫泪渍,0.8718,0.5000,0.3718
doubao-seed-2.0-pro,沁园春,校园见玉兰感作,信步闲行,doubao-seed-2.0-pro,沁园春,春行见玉兰感怀,趿履闲行,0.8718,0.5000,0.3718
doubao-seed-2.0-pro,沁园春,春日见玉兰有感,信步闲行,doubao-seed-2.0-pro,沁园春,春行见玉兰感怀,趿履闲行,0.8718,0.5000,0.3718
doubao-seed-2.0-pro,沁园春,观玉兰偶作,不负春秋,doubao-seed-2.0-pro,沁园春,春日见玉兰作,不负芳时,0.8718,0.5000,0.3718
doubao-seed-2.0-pro,沁园春,春日见玉兰作,不负芳时,deepseek-3.2-thinking,沁园春,见玉兰有感,不负春秋,0.8718,0.5000,0.3718
deepseek-3.2-thinking,沁园春,见玉兰感怀,冰心傲骨,deepseek-3.2-thinking,沁园春,遇玉兰有感,但玉骨冰心自傲然,0.8717,0.5000,0.3717
deepseek-3.2-thinking,沁园春,遇玉兰有感,但玉骨冰心自傲然,deepseek-3.2-thinking,沁园春,玉兰吟,冰心傲骨,0.8717,0.5000,0.3717
doubao-seed-2.0-pro,沁园春,校园见玉兰花感怀,寒深愈劲,doubao-seed-2.0-pro,沁园春,校中观玉兰感怀,风欺愈劲,0.8716,0.5000,0.3716
doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,卷幔寒轻,doubao-seed-2.0-pro,沁园春,庭中见玉兰作,卷幔风疏,0.8716,0.5000,0.3716
deepseek-3.2-thinking,沁园春,见玉兰有感,独倚高楼,qwen3.6-plus,沁园春,玉兰偶悟,独倚空栏,0.8716,0.5000,0.3716
deepseek-3.2-thinking,沁园春,玉兰感赋,独倚高楼,qwen3.6-plus,沁园春,玉兰偶悟,独倚空栏,0.8716,0.5000,0.3716
deepseek-3.2-thinking,沁园春,见白玉兰有感,独倚高楼,qwen3.6-plus,沁园春,玉兰偶悟,独倚空栏,0.8716,0.5000,0.3716
doubao-seed-2.0-pro,沁园春,春日见玉兰抒怀,名场三试,qwen3.6-plus,沁园春,咏玉兰示己,屡试名场,0.8715,0.5000,0.3715
doubao-seed-2.0-pro,沁园春,校园见玉兰有感,云开雾散,doubao-seed-2.0-pro,沁园春,阶前见玉兰感作,雾散烟收,0.8715,0.5000,0.3715
doubao-seed-2.0-pro,沁园春,阶前见玉兰花作,云开雾散,doubao-seed-2.0-pro,沁园春,阶前见玉兰感作,雾散烟收,0.8715,0.5000,0.3715
doubao-seed-2.0-pro,沁园春,校园见玉兰花作,云开雾散,doubao-seed-2.0-pro,沁园春,阶前见玉兰感作,雾散烟收,0.8715,0.5000,0.3715
doubao-seed-2.0-pro,沁园春,阶前见玉兰感作,雾散烟收,doubao-seed-2.0-pro,沁园春,阶前见玉兰感作,云开雾散,0.8715,0.5000,0.3715
doubao-seed-2.0-pro,沁园春,阶前见玉兰感作,雾散烟收,doubao-seed-2.0-pro,沁园春,校园见玉兰花感作,云开雾散,0.8715,0.5000,0.3715
doubao-seed-2.0-pro,沁园春,阶前见玉兰感作,雾散烟收,deepseek-3.2-thinking,沁园春,白玉兰咏,云开雾散,0.8715,0.5000,0.3715
doubao-seed-2.0-pro,沁园春,阶前见玉兰感作,雾散烟收,qwen3.6-plus,沁园春,见玉兰有感,云开雾散,0.8715,0.5000,0.3715
deepseek-3.2-thinking,沁园春,玉兰悟,衣衫泪渍,qwen3.6-plus,沁园春,玉兰吟,春衫泪湿,0.8715,0.5000,0.3715
doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,倦倚短棂,doubao-seed-2.0-pro,沁园春,校中观玉兰感怀,倦倚画阑,0.8715,0.5000,0.3715
doubao-seed-2.0-pro,沁园春,观玉兰感怀,倦倚短棂,doubao-seed-2.0-pro,沁园春,校中观玉兰感怀,倦倚画阑,0.8715,0.5000,0.3715
doubao-seed-2.0-pro,沁园春,春日见玉兰感怀,一树琼英,deepseek-3.2-thinking,沁园春,白玉兰赋,玉树琼花,0.8715,0.5000,0.3715
doubao-seed-2.0-pro,沁园春,校园见玉兰花感怀,涤尽尘腥,deepseek-3.2-thinking,沁园春,白玉兰赋,洗尽尘霾,0.8714,0.5000,0.3714
doubao-seed-2.0-pro,沁园春,寓舍见玉兰感作,压帽霜寒,doubao-seed-2.0-pro,沁园春,校中观玉兰感怀,破帽欺寒,0.8714,0.5000,0.3714
doubao-seed-2.0-pro,沁园春,见檐下玉兰感作,倦倚曲阑,qwen3.6-plus,沁园春,白玉兰下偶成,倦倚回廊,0.8714,0.5000,0.3714
doubao-seed-2.0-pro,沁园春,校中观玉兰有作,名场屡挫,doubao-seed-2.0-pro,沁园春,暮春遇玉兰感怀,屡挫春场,0.8713,0.5000,0.3713
doubao-seed-2.0-pro,沁园春,校隅见玉兰花感作,名场屡挫,doubao-seed-2.0-pro,沁园春,暮春遇玉兰感怀,屡挫春场,0.8713,0.5000,0.3713
doubao-seed-2.0-pro,沁园春,校园见玉兰感怀,名场屡挫,doubao-seed-2.0-pro,沁园春,暮春遇玉兰感怀,屡挫春场,0.8713,0.5000,0.3713
doubao-seed-2.0-pro,沁园春,寓所观玉兰有感,名场屡挫,doubao-seed-2.0-pro,沁园春,暮春遇玉兰感怀,屡挫春场,0.8713,0.5000,0.3713
doubao-seed-2.0-pro,沁园春,暮春见玉兰有感,名场屡挫,doubao-seed-2.0-pro,沁园春,暮春遇玉兰感怀,屡挫春场,0.8713,0.5000,0.3713
doubao-seed-2.0-pro,沁园春,寓舍见玉兰感怀,名场屡挫,doubao-seed-2.0-pro,沁园春,暮春遇玉兰感怀,屡挫春场,0.8713,0.5000,0.3713
doubao-seed-2.0-pro,沁园春,春暮见檐下玉兰感作,名场屡挫,doubao-seed-2.0-pro,沁园春,暮春遇玉兰感怀,屡挫春场,0.8713,0.5000,0.3713
doubao-seed-2.0-pro,沁园春,阶前见玉兰感作,名场屡挫,doubao-seed-2.0-pro,沁园春,暮春遇玉兰感怀,屡挫春场,0.8713,0.5000,0.3713
doubao-seed-2.0-pro,沁园春,春日见玉兰感怀,名场屡挫,doubao-seed-2.0-pro,沁园春,暮春遇玉兰感怀,屡挫春场,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰逢春,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰逢春,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰逢春,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰逢春,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰逢春,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰逢春,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰开示怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰开示怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰开示怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰开示怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰开示怀,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰开示怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰赋,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰赋,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰赋,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰赋,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰赋,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰赋,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰感怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰感怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰感怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰感怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰感怀,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰感怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰寄怀,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰寄怀,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,白玉兰开有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰吟,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰感怀,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,白玉兰咏,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,白玉兰感赋,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰初绽,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰感赋,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰新悟,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰新悟,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰见志,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰花开有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰寄怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰寄怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰寄怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰寄怀,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰寄怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰寄怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰寄怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰寄怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰寄怀,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰寄怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,deepseek-3.2-thinking,沁园春,白玉兰开有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰吟,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰感怀,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,deepseek-3.2-thinking,沁园春,白玉兰咏,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,deepseek-3.2-thinking,沁园春,白玉兰感赋,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰初绽,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰感赋,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰新悟,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰新悟,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰花开有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰开有感,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰开有感,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰开有感,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰开有感,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰吟,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰吟,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰吟,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰吟,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰感怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰感怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰感怀,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰感怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰咏,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰咏,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰咏,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰咏,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰感赋,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰感赋,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰感赋,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,白玉兰感赋,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰初绽,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰感赋,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰新悟,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰新悟,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰花开有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰初绽,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰初绽,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰初绽,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰感赋,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰感赋,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰感赋,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰新悟,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰吟,书海沉浮,deepseek-3.2-thinking,沁园春,玉兰花开有感,学海浮沉,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,见玉兰有感,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰花开有感,学海浮沉,deepseek-3.2-thinking,沁园春,白玉兰感怀,书海沉浮,0.8713,0.5000,0.3713
deepseek-3.2-thinking,沁园春,玉兰花开有感,学海浮沉,deepseek-3.2-thinking,沁园春,玉兰新开,书海沉浮,0.8713,0.5000,0.3713
